notes,code,observer,survey,depth,year,month,day,exceldate,site,transect,fixed transect,TransectMatchCode,sand,pavement,dead_coral,apalmrub,acervrub,porrub,madrub,rubble,fila_macro,dictyota,crustose,redfilalg,halimeda,Lobophora,flesh-macro,lizalgae,sp_encrust,orsponge,sp_erect,tubesponge,lizsponge,bransoft,feathsoft,sea_fan,encsoft,fire_coral,acpa,acce,poas,poco,popo,pofu,Monliz,moan,maca,agag,agsp,Agliz,decy,sisp,fafr,disp,dila,meme,cona,issi,eufa,mysp,muan,masp,dsto,hecu,maar,stin,scsp,ocul,clar,sosp,anemcolon,anemsol,Zoanthids,correl,urchin,tubeworm,oyster,hydrozoan,crinoid,other,diadema_count,% COVER TO THE RIGHT OF HERE,TOTAL#pts.,livecoral_all_cover,deadcoral_cover,acpa_cover,acce_cover,poas_cover,poco_cover,popo_cover,moan_cover,maca_cover,sand_cover,pavement_cover,sponge_all_cover,bransoft_cover,feathsoft_cover,fansoft_cover,rubble,algae_all_cover,fila_macro_cover,flesh_macro_cover,crustose_cover,montast_all_cover,decy_cover,sisp_cover,fafr_cover,disp_cover,meme_cover,cona_cover,issi_cover,eufa_cover,mysp_cover,muan_cover,masp_cover,dsto_cover,lesp_cover,maar_cover,stin_cover,scsp_cover,ocul_cover,clar_cover,sosp_cover,Anemcolon_cover,Anemsol_cover,Zoanthids_cover,agag_cover,Agsp_cover,Pofu_cover,po_branch_cover,po_massive_cover,erect_soft_cover,enc_soft_cover,fire_coral_cover,sponge_erect_cover,sponge_encrusting_cover
,,EK,main,30 ,2006 ,august,10,10/8,iguana,1 ,n,main-30-2006-august-10-iguana-1,6 ,0 ,5 ,0 ,0 ,0 ,0 ,10 ,0 ,10 ,5 ,0 ,0 ,0 ,10 ,0 ,3 ,0 ,0 ,4 ,0 ,7 ,6 ,2 ,0 ,3 ,0 ,0 ,2 ,4 ,4 ,0 ,0 ,7 ,14 ,0 ,0 ,0 ,0 ,12 ,0 ,0 ,0 ,2 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,121 ,40.50,4.13,0.00,0.00,4.96,3.31,3.31,5.79,11.57,4.96,0.00,5.79,5.79,4.96,1.65,8.26,20.66,0.00,16.53,4.13,17.36,0.00,9.92,0.00,0.00,1.65,0.00,0.00,1.65,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.00,0.00,3.31,8.26,12.40,0.00,2.479338843 ,10.24520183 ,2.479338843 
,,EK,main,30 ,2006 ,august,10,10/8,iguana,2 ,n,main-30-2006-august-10-iguana-2,1 ,0 ,7 ,0 ,0 ,0 ,0 ,11 ,0 ,10 ,2 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,5 ,0 ,11 ,10 ,4 ,1 ,2 ,0 ,4 ,3 ,4 ,2 ,0 ,0 ,8 ,5 ,0 ,0 ,0 ,3 ,4 ,0 ,1 ,1 ,0 ,6 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,121 ,34.71,5.79,0.00,3.31,5.79,3.31,1.65,6.61,4.13,0.83,0.00,4.13,9.09,8.26,3.31,9.09,18.18,0.00,16.53,1.65,10.74,2.48,3.31,0.00,1.65,0.00,4.96,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.13,0.00,0.00,0.00,1.65,9.09,20.66,0.83,1.652892562 ,17.07533638 ,0 
,,EK,main,30 ,2006 ,august,10,10/8,iguana,t,y,main-30-2006-august-10-iguana-t,3 ,0 ,3 ,0 ,0 ,0 ,0 ,6 ,1 ,14 ,5 ,0 ,0 ,0 ,8 ,0 ,2 ,0 ,1 ,0 ,0 ,3 ,11 ,6 ,0 ,3 ,0 ,0 ,3 ,3 ,1 ,4 ,0 ,13 ,10 ,0 ,1 ,0 ,0 ,3 ,0 ,2 ,0 ,1 ,4 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,118 ,39.83,2.54,0.00,0.00,5.08,2.54,4.24,11.02,8.47,2.54,0.00,2.54,2.54,9.32,5.08,5.08,23.73,0.85,18.64,4.24,19.49,0.00,2.54,0.00,1.69,0.85,3.39,0.00,0.00,1.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.69,0.00,4.24,0.00,0.85,3.39,7.63,7.63,16.95,0.00,2.542372881 ,14.3636886 ,1.694915254 
,,EK,main,30 ,2006 ,august,17,17/8,iguana,1 ,n,main-30-2006-august-17-iguana-1,2 ,0 ,2 ,0 ,0 ,0 ,0 ,12 ,7 ,11 ,4 ,0 ,0 ,0 ,5 ,0 ,2 ,0 ,0 ,5 ,0 ,7 ,4 ,4 ,1 ,3 ,0 ,0 ,2 ,5 ,1 ,1 ,0 ,18 ,5 ,1 ,1 ,0 ,3 ,4 ,0 ,0 ,1 ,0 ,3 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,,,121 ,40.50,1.65,0.00,0.00,5.79,4.13,1.65,14.88,4.13,1.65,0.00,5.79,5.79,3.31,3.31,9.92,22.31,5.79,13.22,3.31,19.01,2.48,3.31,0.00,0.83,0.00,2.48,0.00,1.65,1.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.65,0.83,0.83,0.83,2.48,9.92,12.40,0.83,2.479338843 ,10.24520183 ,1.652892562 
,,JH,main,30 ,2006 ,august,17,17/8,iguana,1 ,n,main-30-2006-august-17-iguana-1,2 ,1 ,4 ,0 ,0 ,0 ,0 ,7 ,29 ,28 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,3 ,2 ,0 ,0 ,5 ,0 ,7 ,0 ,0 ,10 ,7 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,115 ,28.70,3.48,0.00,0.00,4.35,0.00,6.09,8.70,6.09,1.74,0.87,0.00,2.61,0.00,0.87,6.09,51.30,25.22,24.35,1.74,14.78,0.00,0.00,0.00,0.87,0.00,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.87,0.00,6.09,4.35,3.48,2.61,1.739130435 ,3.024574669 ,0 
,,EK,main,30 ,2006 ,august,17,17/8,iguana,2 ,n,main-30-2006-august-17-iguana-2,1 ,0 ,7 ,0 ,0 ,0 ,0 ,9 ,5 ,15 ,7 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,0 ,6 ,0 ,2 ,1 ,4 ,0 ,2 ,0 ,0 ,5 ,2 ,5 ,1 ,0 ,17 ,9 ,0 ,0 ,0 ,0 ,4 ,0 ,3 ,1 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,121 ,42.15,5.79,0.00,0.00,5.79,1.65,4.96,14.05,7.44,0.83,0.00,6.61,1.65,0.83,3.31,7.44,23.97,4.13,14.05,5.79,21.49,0.00,3.31,0.00,3.31,0.00,1.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.65,0.00,0.00,0.00,0.00,0.00,0.00,5.79,0.00,0.00,0.83,5.79,7.44,5.79,0.00,1.652892562 ,4.781094188 ,1.652892562 
,,EK,main,30 ,2006 ,august,17,17/8,iguana,t,y,main-30-2006-august-17-iguana-t,0 ,0 ,9 ,0 ,0 ,0 ,0 ,8 ,3 ,25 ,4 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,3 ,0 ,5 ,0 ,3 ,2 ,1 ,0 ,1 ,2 ,7 ,3 ,6 ,0 ,12 ,9 ,0 ,2 ,0 ,0 ,2 ,0 ,0 ,2 ,1 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,121 ,42.15,7.44,0.00,0.83,7.44,5.79,7.44,9.92,7.44,0.00,0.00,2.48,4.13,0.00,2.48,6.61,29.75,2.48,23.97,3.31,17.36,0.00,1.65,0.00,1.65,0.83,1.65,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.83,0.00,2.48,0.00,1.65,4.96,12.40,13.22,6.61,1.65,0.826446281 ,5.464107643 ,0 
,,JH,main,30 ,2006 ,august,17,17/8,iguana,t,y,main-30-2006-august-17-iguana-t,3 ,0 ,7 ,0 ,0 ,0 ,0 ,3 ,20 ,21 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,3 ,0 ,7 ,0 ,0 ,0 ,2 ,0 ,0 ,5 ,0 ,3 ,0 ,0 ,19 ,4 ,0 ,5 ,0 ,3 ,5 ,0 ,0 ,3 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,122 ,42.62,5.74,0.00,0.00,4.10,0.00,2.46,15.57,3.28,2.46,0.00,2.46,5.74,0.00,0.00,2.46,36.07,16.39,19.67,0.00,18.85,2.46,4.10,0.00,2.46,0.00,4.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.82,0.00,4.10,0.00,2.46,4.10,5.74,0.00,1.639344262 ,4.703036818 ,0 
,,EK,main,30 ,2006 ,august,10,10/8,monkey,1 ,n,main-30-2006-august-10-monkey-1,15 ,8 ,0 ,0 ,0 ,0 ,0 ,18 ,4 ,0 ,4 ,0 ,0 ,0 ,1 ,0 ,11 ,0 ,2 ,12 ,0 ,15 ,12 ,3 ,11 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,122 ,3.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.30,6.56,20.49,12.30,9.84,2.46,14.75,7.38,3.28,0.82,3.28,0.00,0.00,0.00,0.00,0.82,0.00,0.00,0.00,0.82,0.00,0.00,1.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.82,0.00,0.82,0.00,0.00,0.00,0.00,0.00,24.59,9.02,0.819672131 ,20.15587208 ,9.016393443 
,,EK,main,30 ,2006 ,august,10,10/8,monkey,2 ,n,main-30-2006-august-10-monkey-2,12 ,0 ,0 ,0 ,0 ,0 ,0 ,14 ,4 ,1 ,2 ,0 ,0 ,0 ,7 ,0 ,12 ,0 ,2 ,10 ,0 ,14 ,12 ,5 ,11 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,1 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,120 ,9.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,20.00,11.67,10.00,4.17,11.67,11.67,3.33,6.67,1.67,0.00,0.00,4.17,0.00,0.83,2.50,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,1.67,0.00,2.50,0.00,0.00,0.00,0.00,0.00,25.83,9.17,0 ,21.52777778 ,10 
,,EK,main,30 ,2006 ,august,10,10/8,monkey,t,y,main-30-2006-august-10-monkey-t,9 ,7 ,0 ,0 ,0 ,0 ,0 ,9 ,5 ,4 ,5 ,0 ,0 ,0 ,7 ,0 ,17 ,0 ,2 ,13 ,0 ,8 ,9 ,4 ,5 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,2 ,0 ,0 ,3 ,0 ,0 ,0 ,1 ,,,119 ,5.88,0.00,0.00,0.00,0.00,0.00,0.00,1.68,0.00,7.56,5.88,26.89,6.72,7.56,3.36,7.56,17.65,4.20,9.24,4.20,1.68,0.00,1.68,0.00,0.00,1.68,0.00,0.00,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.84,1.68,0.00,0.00,0.00,0.00,0.00,17.65,4.20,0.840336134 ,14.8294612 ,14.28571429 
,,EK,main,30 ,2006 ,august,11,11/8,muskN,1 ,n,main-30-2006-august-11-muskN-1,1 ,0 ,2 ,0 ,0 ,0 ,0 ,13 ,12 ,10 ,2 ,0 ,0 ,0 ,14 ,0 ,4 ,0 ,0 ,9 ,0 ,12 ,3 ,1 ,1 ,1 ,0 ,3 ,3 ,0 ,1 ,1 ,0 ,13 ,3 ,0 ,0 ,0 ,1 ,3 ,0 ,0 ,2 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,120 ,27.50,1.67,0.00,2.50,2.50,0.00,1.67,10.83,2.50,0.83,0.00,10.83,10.00,2.50,0.83,10.83,31.67,10.00,20.00,1.67,13.33,0.83,2.50,0.00,1.67,1.67,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.83,2.50,2.50,13.33,0.83,0.833333333 ,11.11111111 ,3.333333333 
,,EK,main,30 ,2006 ,august,11,11/8,muskN,2 ,n,main-30-2006-august-11-muskN-2,2 ,0 ,0 ,0 ,0 ,0 ,0 ,25 ,14 ,16 ,3 ,0 ,0 ,0 ,14 ,0 ,3 ,0 ,0 ,4 ,0 ,10 ,2 ,0 ,1 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,15 ,3 ,0 ,0 ,0 ,5 ,1 ,0 ,2 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,132 ,24.24,0.00,0.00,0.00,3.03,0.00,0.00,11.36,2.27,1.52,0.00,5.30,7.58,1.52,0.00,18.94,35.61,10.61,22.73,2.27,13.64,3.79,0.76,0.00,1.52,0.76,0.00,0.00,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.76,3.79,0.00,0.00,0.00,0.00,3.03,9.09,0.76,0 ,6.887052342 ,2.272727273 
,,JH,main,30 ,2006 ,august,11,11/8,muskN,a,n,main-30-2006-august-11-muskN-a,10 ,2 ,11 ,0 ,0 ,0 ,0 ,7 ,0 ,15 ,0 ,0 ,0 ,0 ,31 ,0 ,1 ,0 ,0 ,2 ,0 ,8 ,0 ,1 ,0 ,0 ,0 ,1 ,6 ,0 ,1 ,0 ,0 ,8 ,8 ,0 ,0 ,0 ,1 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,117 ,24.79,9.40,0.00,0.85,5.13,0.00,0.85,6.84,6.84,8.55,1.71,2.56,6.84,0.00,0.85,5.98,39.32,0.00,39.32,0.00,13.68,0.85,1.71,0.00,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.85,5.13,7.69,0.00,0 ,6.574621959 ,0.854700855 
,,JH,main,30 ,2006 ,august,11,11/8,muskN,b,n,main-30-2006-august-11-muskN-b,5 ,2 ,10 ,0 ,0 ,0 ,0 ,8 ,0 ,7 ,0 ,0 ,0 ,0 ,26 ,0 ,0 ,0 ,0 ,3 ,0 ,10 ,0 ,1 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,0 ,0 ,17 ,8 ,0 ,1 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,113 ,35.40,8.85,0.00,0.00,2.65,0.00,0.88,15.04,7.08,4.42,1.77,2.65,8.85,0.00,0.88,7.08,29.20,0.00,29.20,0.00,22.12,0.00,1.77,0.00,0.88,0.00,5.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.88,0.00,0.88,0.00,0.88,2.65,9.73,0.00,0 ,8.614613517 ,0 
,,JH,main,30 ,2006 ,august,11,11/8,muskN,c,n,main-30-2006-august-11-muskN-c,15 ,3 ,11 ,0 ,0 ,0 ,0 ,15 ,0 ,17 ,0 ,0 ,0 ,0 ,23 ,0 ,0 ,0 ,0 ,1 ,0 ,6 ,0 ,2 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,7 ,4 ,0 ,0 ,0 ,0 ,2 ,0 ,3 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,116 ,16.38,9.48,0.00,0.00,0.86,0.00,0.00,6.03,3.45,12.93,2.59,0.86,5.17,0.00,1.72,12.93,34.48,0.00,34.48,0.00,9.48,0.00,1.72,0.00,3.45,0.00,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.45,0.00,0.00,0.00,0.00,0.86,6.90,0.00,0 ,5.94530321 ,0 
,,EK,main,30 ,2006 ,august,11,11/8,muskN,t,y,main-30-2006-august-11-muskN-t,4 ,0 ,7 ,0 ,0 ,0 ,0 ,15 ,5 ,13 ,2 ,0 ,0 ,0 ,11 ,0 ,0 ,0 ,0 ,4 ,0 ,7 ,9 ,1 ,0 ,1 ,0 ,0 ,3 ,0 ,3 ,0 ,0 ,17 ,5 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,1 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,120 ,33.33,5.83,0.00,0.00,2.50,0.00,2.50,14.17,4.17,3.33,0.00,3.33,5.83,7.50,0.83,12.50,25.83,4.17,20.00,1.67,18.33,0.00,2.50,0.00,0.83,0.83,5.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.83,0.00,0.00,0.00,2.50,2.50,14.17,0.00,0.833333333 ,11.80555556 ,0 
,,EK,main,30 ,2006 ,august,15,15/8,pelican,1 ,n,main-30-2006-august-15-pelican-1,0 ,13 ,1 ,0 ,0 ,0 ,0 ,2 ,5 ,30 ,0 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,2 ,5 ,0 ,22 ,12 ,2 ,3 ,1 ,0 ,4 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,121 ,6.61,0.83,0.00,3.31,0.83,0.00,0.00,0.00,0.00,0.00,10.74,11.57,18.18,9.92,1.65,1.65,28.93,4.13,24.79,0.00,0.00,0.00,2.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.96,0.00,6.61,0.00,0.00,0.00,0.00,0.83,29.75,2.48,0.826446281 ,24.58848439 ,5.785123967 
,,EK,main,30 ,2006 ,august,15,15/8,pelican,2 ,n,main-30-2006-august-15-pelican-2,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,28 ,0 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,0 ,3 ,0 ,26 ,13 ,2 ,6 ,0 ,0 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,5 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,121 ,9.09,0.00,0.00,2.48,2.48,0.00,0.00,0.00,0.00,0.00,5.79,11.57,21.49,10.74,1.65,0.00,25.62,2.48,23.14,0.00,0.00,0.00,1.65,0.00,1.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,4.13,0.00,9.09,0.00,0.00,0.00,0.00,2.48,33.88,4.96,0 ,28.00355167 ,9.090909091 
,,EK,main,30 ,2006 ,august,15,15/8,pelican,t,y,main-30-2006-august-15-pelican-t,2 ,6 ,0 ,0 ,0 ,0 ,0 ,1 ,4 ,30 ,0 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,0 ,7 ,0 ,22 ,8 ,4 ,8 ,1 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,122 ,7.38,0.00,0.00,1.64,1.64,0.00,0.00,0.00,0.00,1.64,4.92,14.75,18.03,6.56,3.28,0.82,27.87,3.28,24.59,0.00,0.00,0.00,0.82,0.00,2.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.82,0.00,7.38,0.82,0.00,0.00,0.00,1.64,27.87,6.56,0.819672131 ,22.84332169 ,9.016393443 
,,EK,main,30 ,2006 ,august,17,17/8,white,1 ,n,main-30-2006-august-17-white-1,6 ,0 ,10 ,0 ,0 ,0 ,0 ,26 ,15 ,22 ,3 ,0 ,0 ,0 ,2 ,0 ,9 ,0 ,0 ,4 ,0 ,3 ,0 ,3 ,2 ,1 ,0 ,0 ,4 ,0 ,0 ,1 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,122 ,13.11,8.20,0.00,0.00,3.28,0.00,0.82,8.20,0.00,4.92,0.00,10.66,2.46,0.00,2.46,21.31,34.43,12.30,19.67,2.46,8.20,0.00,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.82,1.64,3.28,4.92,1.64,0.819672131 ,4.031174415 ,7.37704918 
,,JH,main,30 ,2006 ,august,17,17/8,white,1 ,n,main-30-2006-august-17-white-1,14 ,0 ,1 ,0 ,0 ,0 ,0 ,7 ,52 ,18 ,2 ,0 ,0 ,0 ,4 ,0 ,8 ,0 ,0 ,4 ,0 ,2 ,0 ,1 ,1 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,122 ,5.74,0.82,0.00,0.00,0.82,0.00,0.00,3.28,0.00,11.48,0.00,9.84,1.64,0.00,0.82,5.74,62.30,42.62,18.03,1.64,3.28,0.00,1.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.82,2.46,0.82,0.819672131 ,2.015587208 ,6.557377049 
,,EK,main,30 ,2006 ,august,17,17/8,white,2 ,n,main-30-2006-august-17-white-2,9 ,0 ,1 ,0 ,0 ,0 ,0 ,8 ,0 ,42 ,2 ,0 ,0 ,0 ,3 ,0 ,14 ,0 ,0 ,6 ,0 ,0 ,4 ,2 ,1 ,2 ,0 ,0 ,5 ,0 ,0 ,1 ,0 ,11 ,0 ,0 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,,,118 ,19.49,0.85,0.00,0.00,4.24,0.00,0.85,9.32,0.00,7.63,0.00,16.95,0.00,3.39,1.69,6.78,39.83,0.00,38.14,1.69,9.32,0.00,0.85,0.00,0.00,0.85,0.00,0.00,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.54,0.85,1.69,4.24,5.08,0.85,1.694915254 ,4.309106579 ,11.86440678 
,,JH,main,30 ,2006 ,august,17,17/8,white,2 ,n,main-30-2006-august-17-white-2,19 ,0 ,4 ,0 ,0 ,0 ,0 ,4 ,26 ,33 ,3 ,0 ,0 ,0 ,1 ,0 ,9 ,0 ,0 ,2 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,9 ,1 ,0 ,1 ,0 ,8 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,129 ,19.38,3.10,0.00,0.00,3.10,0.00,0.00,6.98,0.78,14.73,0.00,8.53,0.78,0.00,0.78,3.10,48.84,20.16,26.36,2.33,7.75,6.20,1.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.00,0.00,3.10,1.55,0.00,0.775193798 ,1.20185085 ,6.976744186 
